pcode_st,name_st,pcode_dt,name_dt,pcode_ts,name_ts,hh_t,hh_m,hh_f,pop_hh,pop_ins,idcard_10ab_t,idcard_10ab_citi_t,idcard_10ab_assc_t,idcard_10ab_natu_t,idcard_10ab_natreg_t,idcard_10ab_relig_t,idcard_10ab_temp_t,idcard_10ab_forreg_t,idcard_10ab_forpp_t,idcard_10ab_non_t,idcard_10ab_u_t,idcard_10ab_citi_u_t,idcard_10ab_assc_u_t,idcard_10ab_natu_u_t,idcard_10ab_natreg_u_t,idcard_10ab_relig_u_t,idcard_10ab_temp_u_t,idcard_10ab_forreg_u_t,idcard_10ab_forpp_u_t,idcard_10ab_non_u_t,idcard_10ab_r_t,idcard_10ab_citi_r_t,idcard_10ab_assc_r_t,idcard_10ab_natu_r_t,idcard_10ab_natreg_r_t,idcard_10ab_relig_r_t,idcard_10ab_temp_r_t,idcard_10ab_forreg_r_t,idcard_10ab_forpp_r_t,idcard_10ab_non_r_t
MMR111,Bago,MMR007D001,Bago,MMR007002,Thanatpin,32527,25846,6681,143037,2250,112151,60789,93,1611,572,507,229,17,38,48295,12820,8009,28,204,98,96,78,4,8,4295,99331,52780,65,1407,474,411,151,13,30,44000
MMR111,Bago,MMR007D001,Bago,MMR007003,Kawa,46075,36852,9223,195158,2205,154456,97691,56,1773,933,538,349,6,31,53079,14282,9835,13,406,108,51,68,4,1,3796,140174,87856,43,1367,825,487,281,2,30,49283
MMR111,Bago,MMR007D001,Bago,MMR007004,Waw,37083,28664,8419,171165,4849,136727,87058,102,1115,1089,598,371,6,38,46350,18667,12641,41,232,233,108,154,1,1,5256,118060,74417,61,883,856,490,217,5,37,41094
MMR111,Bago,MMR007D001,Bago,MMR007005,Nyaunglebin,44762,33239,11523,195607,3876,160823,108310,98,407,683,869,183,29,39,50205,48733,34086,74,260,426,382,94,26,19,13366,112090,74224,24,147,257,487,89,3,20,36839
MMR111,Bago,MMR007D001,Bago,MMR007006,Kyauktaga,51648,40373,11275,248302,2910,197197,108816,236,13370,837,708,769,34,53,72374,25956,17242,92,1241,236,185,125,13,13,6809,171241,91574,144,12129,601,523,644,21,40,65565
MMR111,Bago,MMR007D001,Bago,MMR007007,Daik-U,45753,33539,12214,198484,4046,161472,104427,127,408,1096,960,430,5,32,53987,31528,22015,59,109,304,270,64,5,6,8696,129944,82412,68,299,792,690,366,,26,45291
MMR111,Bago,MMR007D001,Bago,MMR007008,Shwegyin,21782,16154,5628,104486,2976,82527,44905,26,194,1075,467,540,6,13,35301,19821,13273,14,77,746,199,147,4,2,5359,62706,31632,12,117,329,268,393,2,11,29942
MMR111,Bago,MMR007D002,Taungoo,MMR007009,Taungoo,57460,42563,14897,247505,14551,215130,154321,302,1848,3735,1553,1280,84,71,51936,92791,70087,244,1470,2261,918,484,70,26,17231,122339,84234,58,378,1474,635,796,14,45,34705
MMR111,Bago,MMR007D002,Taungoo,MMR007010,Yedashe,50527,38735,11792,207291,6302,170558,108758,96,427,1758,960,829,15,73,57642,20541,15790,41,64,171,147,99,2,15,4212,150017,92968,55,363,1587,813,730,13,58,53430
MMR111,Bago,MMR007D002,Taungoo,MMR007011,Kyaukkyi,22883,15093,7790,111429,1900,86571,46690,38,477,962,479,518,1,57,37349,8640,6253,7,13,73,54,47,,3,2190,77931,40437,31,464,889,425,471,1,54,35159
MMR111,Bago,MMR007D002,Taungoo,MMR007012,Phyu,54931,39999,14932,252662,4611,204488,126267,242,8664,2522,865,1581,28,81,64238,52684,36328,117,1540,900,302,615,15,32,12835,151804,89939,125,7124,1622,563,966,13,49,51403
MMR111,Bago,MMR007D002,Taungoo,MMR007013,Oktwin,36870,26119,10751,157272,2556,127430,86550,72,1104,978,617,191,2,39,37877,11571,9056,8,16,56,137,16,1,,2281,115859,77494,64,1088,922,480,175,1,39,35596
MMR111,Bago,MMR007D002,Taungoo,MMR007014,Htantabin,26781,19892,6889,115743,1533,92639,59013,49,248,462,376,262,,32,32197,8227,6300,8,13,62,19,23,,,1802,84412,52713,41,235,400,357,239,,32,30395
MMR111,Bago,MMR008D001,Pyay,MMR008001,Pyay,58557,44362,14195,235915,15728,218854,162993,247,862,2529,2810,2277,104,92,46940,116921,87979,226,738,1016,2294,1681,90,53,22844,101933,75014,21,124,1513,516,596,14,39,24096
MMR111,Bago,MMR008D001,Pyay,MMR008002,Paukkhaung,32347,27003,5344,122999,1857,105893,73352,33,237,843,365,1626,4,25,29408,12161,9798,5,80,54,51,117,,5,2051,93732,63554,28,157,789,314,1509,4,20,27357
MMR111,Bago,MMR008D001,Pyay,MMR008003,Padaung,38892,27956,10936,140748,3466,123082,97521,18,226,442,637,222,,12,24004,15103,12322,4,44,40,115,43,,1,2534,107979,85199,14,182,402,522,179,,11,21470
MMR111,Bago,MMR008D001,Pyay,MMR008004,Paungde,36700,29361,7339,134195,3366,118799,86273,93,205,467,446,522,23,14,30756,22421,18624,37,116,49,154,165,20,3,3253,96378,67649,56,89,418,292,357,3,11,27503
MMR111,Bago,MMR008D001,Pyay,MMR008005,Thegon,35950,27415,8535,128971,1986,114583,86998,24,267,858,549,1484,13,18,24372,13863,11233,10,83,97,122,296,9,6,2007,100720,75765,14,184,761,427,1188,4,12,22365
MMR111,Bago,MMR008D001,Pyay,MMR008006,Shwedaung,33564,25048,8516,118837,2834,105178,77699,20,131,797,666,396,1,11,25457,15491,12769,2,39,40,206,80,1,,2354,89687,64930,18,92,757,460,316,,11,23103
MMR111,Bago,MMR008D002,Thayarwady,MMR008007,Thayarwady,36626,28867,7759,147417,3687,123267,78281,123,602,1492,546,230,61,19,41913,30399,22438,87,294,346,190,56,53,10,6925,92868,55843,36,308,1146,356,174,8,9,34988
MMR111,Bago,MMR008D002,Thayarwady,MMR008008,Letpadan,43484,34398,9086,175089,2318,143641,87245,56,356,908,585,813,18,20,53640,20896,14891,25,149,243,179,95,8,5,5301,122745,72354,31,207,665,406,718,10,15,48339
MMR111,Bago,MMR008D002,Thayarwady,MMR008009,Minhla,30894,24314,6580,120682,1809,101537,72224,85,214,369,517,203,43,24,27858,10074,7963,63,98,20,174,25,39,1,1691,91463,64261,22,116,349,343,178,4,23,26167
MMR111,Bago,MMR008D002,Thayarwady,MMR008010,Okpho,31894,25721,6173,124678,1984,105852,70333,183,327,634,443,236,6,12,33678,9738,7270,125,62,27,29,47,4,,2174,96114,63063,58,265,607,414,189,2,12,31504
MMR111,Bago,MMR008D002,Thayarwady,MMR008011,Zigon,18210,14743,3467,66666,857,57741,40401,40,123,300,249,127,13,14,16474,13093,10121,29,36,42,81,43,12,7,2722,44648,30280,11,87,258,168,84,1,7,13752
MMR111,Bago,MMR008D002,Thayarwady,MMR008012,Nattalin,45769,37530,8239,169947,2194,147738,96852,57,257,1286,774,402,7,39,48064,16506,13004,14,22,94,295,60,5,5,3007,131232,83848,43,235,1192,479,342,2,34,45057
MMR111,Bago,MMR008D002,Thayarwady,MMR008013,Monyo,33287,27448,5839,126181,1389,105952,66997,37,268,930,327,87,27,9,37270,8007,6171,2,30,44,67,11,20,1,1661,97945,60826,35,238,886,260,76,7,8,35609
MMR111,Bago,MMR008D002,Thayarwady,MMR008014,Gyobingauk,30586,24739,5847,115727,1706,100857,70218,54,317,580,698,153,30,23,28784,19955,15781,44,117,38,377,36,30,12,3520,80902,54437,10,200,542,321,117,,11,25264
MMR009,Magway,MMR009D001,Magway,MMR009001,Magway,68677,52895,15782,273929,15318,240628,187015,88,453,4213,1680,198,11,62,46908,80936,69804,55,104,314,698,78,9,35,9839,159692,117211,33,349,3899,982,120,2,27,37069
MMR009,Magway,MMR009D001,Magway,MMR009002,Yenangyaung,32500,22295,10205,129995,4232,110988,84889,63,199,1481,734,77,27,81,23437,38661,31466,44,82,302,450,27,27,10,6253,72327,53423,19,117,1179,284,50,,71,17184
MMR009,Magway,MMR009D001,Magway,MMR009003,Chauk,44618,30933,13685,181519,3670,153988,117372,84,219,948,931,349,18,22,34045,38843,32341,63,90,106,462,128,16,15,5622,115145,85031,21,129,842,469,221,2,7,28423
MMR009,Magway,MMR009D001,Magway,MMR009004,Taungdwingyi,60263,46469,13794,254188,5672,214274,169656,129,350,2571,804,195,14,49,40506,38424,31369,85,143,177,241,45,14,19,6331,175850,138287,44,207,2394,563,150,,30,34175
MMR009,Magway,MMR009D001,Magway,MMR009005,Myothit,36948,28420,8528,156984,2527,127391,102357,28,176,1200,435,94,3,20,23078,6725,5962,2,9,12,33,23,3,,681,120666,96395,26,167,1188,402,71,,20,22397
MMR009,Magway,MMR009D001,Magway,MMR009006,Natmauk,48426,35033,13393,202962,4034,167928,132226,44,302,1400,723,159,4,26,33044,12464,10420,18,36,56,71,26,2,2,1833,155464,121806,26,266,1344,652,133,2,24,31211
MMR009,Magway,MMR009D002,Minbu,MMR009007,Minbu,43817,33703,10114,172845,15337,156773,114991,74,362,3677,883,228,6,31,36521,33422,25521,27,99,637,334,90,5,12,6697,123351,89470,47,263,3040,549,138,1,19,29824
MMR009,Magway,MMR009D002,Minbu,MMR009008,Pwintbyu,39764,31040,8724,159885,3807,134991,97930,40,160,979,660,164,7,21,35030,5423,4588,,2,5,42,4,6,1,775,129568,93342,40,158,974,618,160,1,20,34255
MMR009,Magway,MMR009D002,Minbu,MMR009009,Ngape,12457,9978,2479,50336,1806,41535,34956,7,45,50,189,34,,11,6243,3500,3127,1,4,1,41,,,,326,38035,31829,6,41,49,148,34,,11,5917
MMR009,Magway,MMR009D002,Minbu,MMR009010,Salin,55605,42523,13082,232255,3778,195173,131694,64,412,4690,978,332,13,58,56932,10604,8630,5,36,189,162,4,1,,1577,184569,123064,59,376,4501,816,328,12,58,55355
MMR009,Magway,MMR009D002,Minbu,MMR009011,Sidoktaya,10780,8532,2248,45547,1979,38440,32055,6,33,130,214,44,,6,5952,5489,4896,,10,44,35,23,,,481,32951,27159,6,23,86,179,21,,6,5471
MMR009,Magway,MMR009D003,Thayet,MMR009012,Thayet,25972,20084,5888,99610,4737,89349,75091,26,133,1088,463,91,109,11,12337,17513,14889,16,55,140,133,23,50,3,2204,71836,60202,10,78,948,330,68,59,8,10133
MMR009,Magway,MMR009D003,Thayet,MMR009013,Minhla,31622,26495,5127,123467,22615,123158,92460,38,161,836,400,170,24,35,29034,10623,8592,12,12,113,38,6,24,2,1824,112535,83868,26,149,723,362,164,,33,27210
MMR009,Magway,MMR009D003,Thayet,MMR009014,Mindon,16809,13394,3415,58393,964,50822,45135,6,31,116,259,66,,2,5207,4018,3759,,1,5,39,2,,,212,46804,41376,6,30,111,220,64,,2,4995
MMR009,Magway,MMR009D003,Thayet,MMR009015,Kamma,19143,15777,3366,73772,1423,64388,50821,17,72,174,253,41,2,6,13002,4510,3782,3,18,15,27,7,,,658,59878,47039,14,54,159,226,34,2,6,12344
MMR009,Magway,MMR009D003,Thayet,MMR009016,Aunglan,57609,45664,11945,230326,4896,196711,127648,166,464,3760,927,239,20,67,63420,44220,32872,109,227,473,426,90,19,15,9989,152491,94776,57,237,3287,501,149,1,52,53431
MMR009,Magway,MMR009D003,Thayet,MMR009017,Sinbaungwe,28684,23195,5489,115123,2721,97278,76791,20,90,939,342,44,1,6,19045,4355,3480,9,2,41,42,1,1,,779,92923,73311,11,88,898,300,43,,6,18266
MMR009,Magway,MMR009D004,Pakokku,MMR009018,Pakokku,66340,45441,20899,280957,9182,240494,192096,97,339,1763,1848,263,6,75,44007,76869,63165,67,99,285,1119,56,3,8,12067,163625,128931,30,240,1478,729,207,3,67,31940
MMR009,Magway,MMR009D004,Pakokku,MMR009019,Yesagyo,47332,32014,15318,211667,3685,176771,135432,33,230,1101,971,108,4,31,38861,19269,15496,3,19,68,187,34,1,1,3460,157502,119936,30,211,1033,784,74,3,30,35401
MMR009,Magway,MMR009D004,Pakokku,MMR009020,Myaing,53641,38876,14765,221463,4308,183243,133261,29,211,1846,770,72,1,80,46973,6563,5856,,,21,51,1,1,,633,176680,127405,29,211,1825,719,71,,80,46340
MMR009,Magway,MMR009D004,Pakokku,MMR009021,Pauk,38965,28984,9981,168662,2852,135490,103635,15,71,176,519,218,4,34,30818,6140,5410,2,4,,62,2,2,,658,129350,98225,13,67,176,457,216,2,34,30160
MMR009,Magway,MMR009D004,Pakokku,MMR009022,Seikphyu,23427,17143,6284,99503,3266,82030,63461,13,90,320,332,62,1,74,17677,7662,6407,6,10,27,60,1,1,1,1149,74368,57054,7,80,293,272,61,,73,16528
MMR009,Magway,MMR009D005,Gangaw,MMR009023,Gangaw,29912,23423,6489,128815,4480,110887,92274,21,92,344,501,74,7,11,17563,11913,10254,1,5,14,57,3,,,1579,98974,82020,20,87,330,444,71,7,11,15984
MMR009,Magway,MMR009D005,Gangaw,MMR009024,Tilin,10532,7805,2727,47694,1172,41579,38093,2,7,13,238,68,1,6,3151,3731,3362,1,,1,21,3,,3,340,37848,34731,1,7,12,217,65,1,3,2811
MMR009,Magway,MMR009D005,Gangaw,MMR009025,Saw,15934,12052,3882,66641,2056,57841,52935,12,28,63,274,21,0,2,4506,8013,7307,6,1,7,22,3,0,0,667,49828,45628,6,27,56,252,18,0,2,3839
MMR010,Mandalay,MMR010D001,Mandalay,MMR010001,Aungmyaythazan,49731,36299,13432,241519,24260,231195,186915,506,1070,1895,4388,924,161,337,34999,231195,186915,506,1070,1895,4388,924,161,337,34999,0,0,0,0,0,0,0,0,0,0
MMR010,Mandalay,MMR010D001,Mandalay,MMR010002,Chanayethazan,33281,23252,10029,160131,37044,176731,150903,917,1087,1151,3120,447,221,785,18100,176731,150903,917,1087,1151,3120,447,221,785,18100,0,0,0,0,0,0,0,0,0,0
MMR010,Mandalay,MMR010D001,Mandalay,MMR010003,Mahaaungmyay,41927,30302,11625,217725,23388,210686,170846,427,782,2281,5258,388,57,299,30348,210686,170846,427,782,2281,5258,388,57,299,30348,0,0,0,0,0,0,0,0,0,0
MMR010,Mandalay,MMR010D001,Mandalay,MMR010004,Chanmyathazi,53047,40491,12556,267247,16534,241625,186799,282,650,3126,3451,688,74,173,46382,241625,186799,282,650,3126,3451,688,74,173,46382,0,0,0,0,0,0,0,0,0,0
MMR010,Mandalay,MMR010D001,Mandalay,MMR010005,Pyigyitagon,43875,35050,8825,219454,18244,198249,148532,196,520,2119,2787,392,23,87,43593,198249,148532,196,520,2119,2787,392,23,87,43593,0,0,0,0,0,0,0,0,0,0
MMR010,Mandalay,MMR010D001,Mandalay,MMR010006,Amarapura,49626,29295,20331,224121,13497,199037,153730,105,300,1456,2407,922,10,134,39973,69071,54849,60,61,354,1544,346,4,14,11839,129966,98881,45,239,1102,863,576,6,120,28134
MMR010,Mandalay,MMR010D001,Mandalay,MMR010007,Patheingyi,52990,27337,25653,247240,16485,215214,156877,102,623,2542,1674,484,20,36,52856,11224,9612,4,18,58,44,15,0,1,1472,203990,147265,98,605,2484,1630,469,20,35,51384
MMR010,Mandalay,MMR010D002,Pyinoolwin,MMR010008,Pyinoolwin,53382,41312,12070,229770,25738,215958,164992,308,551,1672,1366,1884,82,131,44972,135413,103301,271,415,1248,852,1169,74,100,27983,80545,61691,37,136,424,514,715,8,31,16989
MMR010,Mandalay,MMR010D002,Pyinoolwin,MMR010009,Madaya,58645,46508,12137,251757,6244,210153,143644,65,336,1176,1065,224,9,19,63615,20582,15797,3,23,80,273,21,2,0,4383,189571,127847,62,313,1096,792,203,7,19,59232
MMR010,Mandalay,MMR010D002,Pyinoolwin,MMR010010,Singu,34533,28444,6089,153877,3708,127908,84013,60,940,5117,791,1389,3,21,35574,6229,5158,2,23,70,84,19,0,0,873,121679,78855,58,917,5047,707,1370,3,21,34701
MMR010,Mandalay,MMR010D002,Pyinoolwin,MMR010011,Mogoke,35247,25235,10012,156953,10196,136984,96759,176,809,6389,974,161,76,27,31613,64597,46925,121,403,2428,521,70,54,14,14061,72387,49834,55,406,3961,453,91,22,13,17552
MMR010,Mandalay,MMR010D002,Pyinoolwin,MMR010012,Thabeikkyin,33141,27843,5298,151500,12202,128310,78161,55,502,3445,368,628,5,29,45117,11101,7134,1,57,316,60,24,0,0,3509,117209,71027,54,445,3129,308,604,5,29,41608
MMR010,Mandalay,MMR010D003,Kyaukse,MMR010013,Kyaukse,57765,45541,12224,248232,9675,213108,155553,213,497,563,1235,462,6,574,54005,35561,28899,51,72,91,363,151,4,40,5890,177547,126654,162,425,472,872,311,2,534,48115
MMR010,Mandalay,MMR010D003,Kyaukse,MMR010014,Sintgaing,33579,24965,8614,141835,7083,124198,94292,42,308,1050,755,273,2,108,27368,7126,6040,2,7,16,57,17,1,3,983,117072,88252,40,301,1034,698,256,1,105,26385
MMR010,Mandalay,MMR010D003,Kyaukse,MMR010015,Myittha,46017,37029,8988,191736,3893,161661,117930,34,215,525,641,290,10,30,41986,16383,13089,0,10,36,95,19,0,4,3130,145278,104841,34,205,489,546,271,10,26,38856
MMR010,Mandalay,MMR010D003,Kyaukse,MMR010016,Tada-U,32627,24865,7762,135085,3532,115235,90029,29,134,310,747,165,0,14,23807,10608,8931,1,1,13,122,10,0,0,1530,104627,81098,28,133,297,625,155,0,14,22277
MMR010,Mandalay,MMR010D004,Myingyan,MMR010017,Myingyan,62340,45081,17259,267917,8179,233481,181586,80,614,2038,1537,1148,21,63,46394,74438,57962,58,122,398,742,687,19,29,14421,159043,123624,22,492,1640,795,461,2,34,31973
MMR010,Mandalay,MMR010D004,Myingyan,MMR010018,Taungtha,49852,36367,13485,213483,3159,178289,138884,35,399,1979,750,158,0,37,36047,14886,12432,0,5,93,113,7,0,4,2232,163403,126452,35,394,1886,637,151,0,33,33815
MMR010,Mandalay,MMR010D004,Myingyan,MMR010019,Natogyi,40965,31021,9944,174291,2787,148260,121203,26,153,385,713,69,1,30,25680,10881,9126,1,3,27,107,6,0,1,1610,137379,112077,25,150,358,606,63,1,29,24070
MMR010,Mandalay,MMR010D004,Myingyan,MMR010020,Kyaukpadaung,61961,44263,17698,256214,5694,215467,171496,33,153,437,1687,264,1,44,41352,36581,30235,9,21,31,650,108,1,9,5517,178886,141261,24,132,406,1037,156,0,35,35835
MMR010,Mandalay,MMR010D004,Myingyan,MMR010021,Ngazun,27838,21710,6128,121590,2643,103789,80273,38,208,1690,609,161,3,41,20766,5939,4768,2,34,30,74,7,0,1,1023,97850,75505,36,174,1660,535,154,3,40,19743
MMR010,Mandalay,MMR010D005,Nyaung-U,MMR010022,Nyaung-U,54473,40392,14081,232189,7758,201512,174946,107,86,294,1093,186,46,964,23790,46372,40462,82,24,90,447,25,44,606,4592,155140,134484,25,62,204,646,161,2,358,19198
MMR010,Mandalay,MMR010D006,Yamethin,MMR010023,Yamethin,57259,44807,12452,237145,20946,214920,152876,133,764,2989,1024,649,20,92,56373,23708,17896,19,29,268,179,110,8,6,5193,191212,134980,114,735,2721,845,539,12,86,51180
MMR010,Mandalay,MMR010D006,Yamethin,MMR010024,Pyawbwe,58863,44566,14297,254433,5860,213969,147179,127,597,2610,1022,564,87,53,61730,27138,18803,54,69,175,146,224,74,8,7585,186831,128376,73,528,2435,876,340,13,45,54145
MMR010,Mandalay,MMR010D007,Meiktila,MMR010028,Meiktila,68439,48510,19929,291498,18165,257116,202827,121,487,1747,2097,557,31,96,49153,95390,75432,106,250,616,1256,294,23,60,17353,161726,127395,15,237,1131,841,263,8,36,31800
MMR010,Mandalay,MMR010D007,Meiktila,MMR010029,Mahlaing,33327,23525,9802,136355,3072,115335,89833,29,394,1277,706,270,4,27,22795,11749,9164,2,69,105,91,37,2,10,2269,103586,80669,27,325,1172,615,233,2,17,20526
MMR010,Mandalay,MMR010D007,Meiktila,MMR010030,Thazi,44892,34598,10294,195014,7666,164266,120447,88,262,1732,1026,499,26,79,40107,17550,14468,7,45,223,91,91,21,6,2598,146716,105979,81,217,1509,935,408,5,73,37509
MMR010,Mandalay,MMR010D007,Meiktila,MMR010031,Wundwin,53569,42673,10896,225113,4647,193784,142455,60,759,3428,982,333,4,30,45733,27470,20541,14,42,203,203,92,1,8,6366,166314,121914,46,717,3225,779,241,3,22,39367
MMR011,Mon,MMR011D001,Mawlamyine,MMR011001,Mawlamyine,57457,39309,18148,269916,19472,242927,159859,180,957,23954,3132,682,77,489,53597,214011,140229,168,862,21822,2491,622,76,214,47527,28916,19630,12,95,2132,641,60,1,275,6070
MMR011,Mon,MMR011D001,Mawlamyine,MMR011002,Kyaikmaraw,38888,27596,11292,184488,11322,150644,82441,67,314,14781,671,299,1,59,52011,8938,5812,3,11,1223,50,9,,2,1828,141706,76629,64,303,13558,621,290,1,57,50183
MMR011,Mon,MMR011D001,Mawlamyine,MMR011003,Chaungzon,27944,18307,9637,119874,2252,98998,71718,32,269,3556,624,160,2,17,22620,6285,4159,,12,871,29,11,,1,1202,92713,67559,32,257,2685,595,149,2,16,21418
MMR011,Mon,MMR011D001,Mawlamyine,MMR011004,Thanbyuzayat,36234,26763,9471,162386,8150,137308,96262,59,322,1414,1173,471,5,24,37578,47521,33724,14,146,666,640,153,,9,12169,89787,62538,45,176,748,533,318,5,15,25409
MMR011,Mon,MMR011D001,Mawlamyine,MMR011005,Mudon,39312,28478,10834,179517,11220,156277,117900,76,291,1637,1886,412,10,20,34045,44282,33473,16,107,723,779,73,5,3,9103,111995,84427,60,184,914,1107,339,5,17,24942
MMR011,Mon,MMR011D001,Mawlamyine,MMR011006,Ye,53448,40599,12849,252444,11180,209626,142891,90,419,2425,1277,639,10,33,61842,42671,32036,18,88,576,293,152,4,5,9499,166955,110855,72,331,1849,984,487,6,28,52343
MMR011,Mon,MMR011D002,Thaton,MMR011007,Thaton,48284,33596,14688,228090,10016,187930,112078,83,801,4429,2009,622,11,97,67800,45854,29305,32,390,2397,875,78,8,24,12745,142076,82773,51,411,2032,1134,544,3,73,55055
MMR011,Mon,MMR011D002,Thaton,MMR011008,Paung,43726,30421,13305,211821,6638,172975,109547,77,2634,5209,1156,334,12,46,53960,24086,18049,2,211,315,183,55,1,6,5264,148889,91498,75,2423,4894,973,279,11,40,48696
MMR011,Mon,MMR011D002,Thaton,MMR011009,Kyaikto,38088,28176,9912,167264,17268,146234,100833,126,349,1714,1594,552,8,38,41020,28697,20016,34,128,606,359,101,1,,7452,117537,80817,92,221,1108,1235,451,7,38,33568
MMR011,Mon,MMR011D002,Thaton,MMR011010,Bilin,39231,29057,10174,174021,7054,142099,92842,83,318,1584,1786,293,9,36,45148,15243,11269,5,26,209,305,41,3,,3385,126856,81573,78,292,1375,1481,252,6,36,41763
MMR012,Rakhine,MMR012D001,Sittwe,MMR012001,Sittwe,29036,18383,10653,139673,8226,124375,80454,57,908,1036,1121,1376,18,194,39211,86228,57460,39,820,686,1036,1084,16,166,24921,38147,22994,18,88,350,85,292,2,28,14290
MMR012,Rakhine,MMR012D001,Sittwe,MMR012002,Ponnagyun,25335,19050,6285,127640,2113,103376,60427,24,77,201,383,242,2,30,41990,10611,7624,4,48,19,46,27,1,0,2842,92765,52803,20,29,182,337,215,1,30,39148
MMR012,Rakhine,MMR012D001,Sittwe,MMR012007,Pauktaw,30544,23703,6841,143601,2356,115547,55369,55,91,274,406,128,0,45,59179,10472,7417,2,5,8,56,5,0,2,2977,105075,47952,53,86,266,350,123,0,43,56202
MMR012,Rakhine,MMR012D001,Sittwe,MMR012008,Rathedaung,24341,15161,9180,109989,1985,88582,50836,36,88,337,363,276,2,36,36608,6152,4526,1,13,18,49,17,0,2,1526,82430,46310,35,75,319,314,259,2,34,35082
MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012003,Mrauk-U,41525,31260,10265,186551,3079,151799,89540,41,46,330,838,316,2,69,60617,29847,21018,11,16,31,361,52,0,30,8328,121952,68522,30,30,299,477,264,2,39,52289
MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012004,Kyauktaw,36495,26629,9866,170787,2313,138340,81016,32,306,265,610,160,1,67,55883,16334,12379,3,59,13,128,18,0,7,3727,122006,68637,29,247,252,482,142,1,60,52156
MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012005,Minbya,36628,28326,8302,165769,3439,133596,72697,35,70,148,686,345,1,35,59579,19035,12641,4,40,13,312,77,0,2,5946,114561,60056,31,30,135,374,268,1,33,53633
MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012006,Myebon,31339,26101,5238,134892,2301,106242,54869,34,128,365,289,965,1,33,49558,9147,5367,1,22,90,54,667,0,2,2944,97095,49502,33,106,275,235,298,1,31,46614
MMR012,Rakhine,MMR012D002,Maungdaw,MMR012009,Maungdaw,7896,5974,1922,37548,3237,32005,19932,21,1671,208,139,1448,37,23,8526,10347,7347,14,581,25,72,315,28,7,1958,21658,12585,7,1090,183,67,1133,9,16,6568
MMR012,Rakhine,MMR012D002,Maungdaw,MMR012010,Buthidaung,11264,8804,2460,52056,3489,42894,26091,16,455,85,195,1241,64,19,14728,7924,5565,3,420,18,79,219,10,6,1604,34970,20526,13,35,67,116,1022,54,13,13124
MMR012,Rakhine,MMR012D003,Kyaukpyu,MMR012011,Kyaukpyu,37264,29308,7956,155649,9703,133678,80200,50,112,658,532,389,7,679,51051,18107,14109,7,26,40,102,97,7,10,3709,115571,66091,43,86,618,430,292,0,669,47342
MMR012,Rakhine,MMR012D003,Kyaukpyu,MMR012012,Munaung,14735,11080,3655,56013,953,48851,40130,15,41,164,217,172,0,4,8108,4515,4007,1,1,6,21,0,0,2,477,44336,36123,14,40,158,196,172,0,2,7631
MMR012,Rakhine,MMR012D003,Kyaukpyu,MMR012013,Ramree,22418,17244,5174,95348,2543,80114,52574,16,47,1254,400,359,0,21,25443,8310,6238,1,2,15,38,4,0,0,2012,71804,46336,15,45,1239,362,355,0,21,23431
MMR012,Rakhine,MMR012D003,Kyaukpyu,MMR012014,Ann,27359,23240,4119,115558,4156,93152,54637,43,52,191,255,229,2,154,37589,6891,5736,7,2,1,50,13,0,3,1079,86261,48901,36,50,190,205,216,2,151,36510
MMR012,Rakhine,MMR012D004,Thandwe,MMR012015,Thandwe,31075,25044,6031,124773,8711,113523,76978,32,213,3377,468,1727,6,471,30251,12610,9305,5,38,466,50,421,0,1,2324,100913,67673,27,175,2911,418,1306,6,470,27927
MMR012,Rakhine,MMR012D004,Thandwe,MMR012016,Toungup,35192,28948,6244,153721,4620,128769,82278,58,102,465,433,509,22,60,44842,28719,21883,10,25,72,128,52,18,7,6524,100050,60395,48,77,393,305,457,4,53,38318
MMR012,Rakhine,MMR012D004,Thandwe,MMR012017,Gwa,17326,14698,2628,64580,1435,56149,40935,11,93,537,208,469,5,28,13863,13095,10019,5,9,59,47,31,1,2,2922,43054,30916,6,84,478,161,438,4,26,10941
MMR013,Yangon,MMR013D001,Yangon (North),MMR013001,Insein,61676,45309,16367,278986,26297,265187,202895,230,1457,7982,1926,2051,193,337,48116,265187,202895,230,1457,7982,1926,2051,193,337,48116,0,0,0,0,0,0,0,0,0,0
MMR013,Yangon,MMR013D001,Yangon (North),MMR013002,Mingaladon,66303,50443,15860,291904,39682,284095,208418,205,1307,9753,3859,2128,124,413,57888,170325,129844,143,894,5878,1199,1206,53,293,30815,113770,78574,62,413,3875,2660,922,71,120,27073
MMR013,Yangon,MMR013D001,Yangon (North),MMR013003,Hmawbi,56469,45464,11005,231073,13534,202679,128783,154,610,10606,1976,1763,127,212,58448,22189,15247,59,72,1118,377,127,17,14,5158,180490,113536,95,538,9488,1599,1636,110,198,53290
MMR013,Yangon,MMR013D001,Yangon (North),MMR013004,Hlegu,58023,45336,12687,247452,23289,220988,133924,114,1157,12721,1862,2397,17,68,68728,34211,23562,21,227,1703,403,540,2,11,7742,186777,110362,93,930,11018,1459,1857,15,57,60986
