pcode_st,name_st,pcode_dt,name_dt,pcode_ts,name_ts,hh_t,hh_m,hh_f,pop_hh,pop_ins,usuact_10ab_t,usuact_10ab_govemp_t,usuact_10ab_priemp_t,usuact_10ab_empyr_t,usuact_10ab_ownacc_t,usuact_10ab_unpfam_t,usuact_10ab_seekw_t,usuact_10ab_nseekw_t,usuact_10ab_stu_t,usuact_10ab_hhwork_t,usuact_10ab_retir_t,usuact_10ab_ill_t,usuact_10ab_oth_t,usuact_10ab_m,usuact_10ab_govemp_m,usuact_10ab_priemp_m,usuact_10ab_empyr_m,usuact_10ab_ownacc_m,usuact_10ab_unpfam_m,usuact_10ab_seekw_m,usuact_10ab_nseekw_m,usuact_10ab_stu_m,usuact_10ab_hhwork_m,usuact_10ab_retir_m,usuact_10ab_ill_m,usuact_10ab_oth_m,usuact_10ab_f,usuact_10ab_govemp_f,usuact_10ab_priemp_f,usuact_10ab_empyr_f,usuact_10ab_ownacc_f,usuact_10ab_unpfam_f,usuact_10ab_seekw_f,usuact_10ab_nseekw_f,usuact_10ab_stu_f,usuact_10ab_hhwork_f,usuact_10ab_retir_f,usuact_10ab_ill_f,usuact_10ab_oth_f,idcard_10ab_t,idcard_10ab_citi_t,idcard_10ab_assc_t,idcard_10ab_natu_t,idcard_10ab_natreg_t,idcard_10ab_relig_t,idcard_10ab_temp_t,idcard_10ab_forreg_t,idcard_10ab_forpp_t,idcard_10ab_non_t
MMR009,Magway,MMR009D004,Pakokku,MMR009018,Pakokku,66340,45441,20899,280957,9182,240494,13478,48347,6112,44771,19177,5680,800,38233,38236,17006,2666,5988,105927,6430,28299,4012,24841,6634,2898,456,18768,1490,6912,1323,3864,134567,7048,20048,2100,19930,12543,2782,344,19465,36746,10094,1343,2124,240494,192096,97,339,1763,1848,263,6,75,44007
MMR009,Magway,MMR009D004,Pakokku,MMR009019,Yesagyo,47332,32014,15318,211667,3685,176771,3808,23283,3473,47203,27354,3791,541,26011,22841,12064,1654,4748,74924,1831,12380,2258,25056,8817,1975,299,12544,1083,4616,838,3227,101847,1977,10903,1215,22147,18537,1816,242,13467,21758,7448,816,1521,176771,135432,33,230,1101,971,108,4,31,38861
MMR009,Magway,MMR009D004,Pakokku,MMR009020,Myaing,53641,38876,14765,221463,4308,183243,3350,24697,1727,40380,19485,6200,597,26713,39260,14065,1865,4904,79518,1580,15301,1275,28394,6572,3118,353,12615,831,5517,916,3046,103725,1770,9396,452,11986,12913,3082,244,14098,38429,8548,949,1858,183243,133261,29,211,1846,770,72,1,80,46973
MMR009,Magway,MMR009D004,Pakokku,MMR009021,Pauk,38965,28984,9981,168662,2852,135490,3171,16725,1406,28396,16697,5057,420,21336,28745,8814,1517,3206,61091,1904,10582,921,20822,6802,2451,214,10446,638,3532,728,2051,74399,1267,6143,485,7574,9895,2606,206,10890,28107,5282,789,1155,135490,103635,15,71,176,519,218,4,34,30818
MMR009,Magway,MMR009D004,Pakokku,MMR009022,Seikphyu,23427,17143,6284,99503,3266,82030,4144,7984,987,16655,10000,2073,137,13309,18636,4784,613,2708,36507,2221,4694,786,12481,4472,1069,91,6402,518,1866,293,1614,45523,1923,3290,201,4174,5528,1004,46,6907,18118,2918,320,1094,82030,63461,13,90,320,332,62,1,74,17677
MMR009,Magway,MMR009D005,Gangaw,MMR009023,Gangaw,29912,23423,6489,128815,4480,110887,4540,12980,1802,31626,15157,2760,291,15010,16899,6769,1248,1805,52333,2630,8390,1268,20823,5590,1318,176,7038,332,2875,622,1271,58554,1910,4590,534,10803,9567,1442,115,7972,16567,3894,626,534,110887,92274,21,92,344,501,74,7,11,17563
MMR009,Magway,MMR009D005,Gangaw,MMR009024,Tilin,10532,7805,2727,47694,1172,41579,1445,2016,441,9788,14346,765,31,4684,3579,3448,464,572,19290,691,1382,330,6791,5277,319,15,2263,176,1401,232,413,22289,754,634,111,2997,9069,446,16,2421,3403,2047,232,159,41579,38093,2,7,13,238,68,1,6,3151
MMR009,Magway,MMR009D005,Gangaw,MMR009025,Saw,15934,12052,3882,66641,2056,57841,2142,5206,422,19233,11805,1270,43,7075,5161,4330,608,546,27042,1128,3339,300,11818,3828,481,27,3358,153,1967,305,338,30799,1014,1867,122,7415,7977,789,16,3717,5008,2363,303,208,57841,52935,12,28,63,274,21,0,2,4506
MMR010,Mandalay,MMR010D001,Mandalay,MMR010001,Aungmyaythazan,49731,36299,13432,241519,24260,231195,12932,62199,5562,39767,8284,3715,893,32290,37068,14140,1248,13097,112379,7589,39556,3933,21913,3846,2229,509,15990,1192,6156,701,8765,118816,5343,22643,1629,17854,4438,1486,384,16300,35876,7984,547,4332,231195,186915,506,1070,1895,4388,924,161,337,34999
MMR010,Mandalay,MMR010D001,Mandalay,MMR010002,Chanayethazan,33281,23252,10029,160131,37044,176731,9593,46694,5101,30514,5821,3076,628,26245,28437,10873,829,8920,82819,4271,26204,3369,18409,3171,1881,425,12878,1161,4581,457,6012,93912,5322,20490,1732,12105,2650,1195,203,13367,27276,6292,372,2908,176731,150903,917,1087,1151,3120,447,221,785,18100
MMR010,Mandalay,MMR010D001,Mandalay,MMR010003,Mahaaungmyay,41927,30302,11625,217725,23388,210686,7838,51366,5278,40679,6249,4475,1167,30508,38684,11806,1194,11442,101280,3313,31220,3706,25603,3484,2663,721,14631,1403,5068,662,8806,109406,4525,20146,1572,15076,2765,1812,446,15877,37281,6738,532,2636,210686,170846,427,782,2281,5258,388,57,299,30348
MMR010,Mandalay,MMR010D001,Mandalay,MMR010004,Chanmyathazi,53047,40491,12556,267247,16534,241625,9067,67472,4836,42642,9104,4684,842,35211,44145,15294,1439,6889,116189,4346,44551,3547,25097,4642,2743,594,17245,1389,6767,810,4458,125436,4721,22921,1289,17545,4462,1941,248,17966,42756,8527,629,2431,241625,186799,282,650,3126,3451,688,74,173,46382
MMR010,Mandalay,MMR010D001,Mandalay,MMR010005,Pyigyitagon,43875,35050,8825,219454,18244,198249,4548,71727,5166,25806,4300,3033,686,26170,37022,10382,1037,8372,100685,2436,50378,4239,14236,2251,1832,364,12897,952,4631,606,5863,97564,2112,21349,927,11570,2049,1201,322,13273,36070,5751,431,2509,198249,148532,196,520,2119,2787,392,23,87,43593
MMR010,Mandalay,MMR010D001,Mandalay,MMR010006,Amarapura,49626,29295,20331,224121,13497,199037,6878,61984,4388,35073,7662,2354,604,23913,31090,12659,1428,11004,94943,4216,38530,2831,17587,2976,1470,406,11770,1037,5631,761,7728,104094,2662,23454,1557,17486,4686,884,198,12143,30053,7028,667,3276,199037,153730,105,300,1456,2407,922,10,134,39973
MMR010,Mandalay,MMR010D001,Mandalay,MMR010007,Patheingyi,52990,27337,25653,247240,16485,215214,7964,71296,5637,35155,7731,2346,671,25333,34871,11473,1196,11541,104335,4685,45636,3259,18451,3781,1428,428,12486,1149,4965,632,7435,110879,3279,25660,2378,16704,3950,918,243,12847,33722,6508,564,4106,215214,156877,102,623,2542,1674,484,20,36,52856
MMR010,Mandalay,MMR010D002,Pyinoolwin,MMR010008,Pyinoolwin,53382,41312,12070,229770,25738,215958,18456,42548,3754,43850,17973,2900,861,32396,32768,11607,1056,7789,108017,14768,26098,2500,26844,7430,1725,501,16216,928,5434,573,5000,107941,3688,16450,1254,17006,10543,1175,360,16180,31840,6173,483,2789,215958,164992,308,551,1672,1366,1884,82,131,44972
MMR010,Mandalay,MMR010D002,Pyinoolwin,MMR010009,Madaya,58645,46508,12137,251757,6244,210153,3499,52931,4145,45665,19060,3649,589,24019,38710,11693,1394,4799,98880,1807,32607,3082,29213,7659,2092,371,11933,1453,4520,718,3425,111273,1692,20324,1063,16452,11401,1557,218,12086,37257,7173,676,1374,210153,143644,65,336,1176,1065,224,9,19,63615
MMR010,Mandalay,MMR010D002,Pyinoolwin,MMR010010,Singu,34533,28444,6089,153877,3708,127908,2000,22665,1668,27356,12572,3600,399,15740,28760,7571,687,4890,61771,1035,16238,1201,19846,5696,2287,241,7685,1044,3091,383,3024,66137,965,6427,467,7510,6876,1313,158,8055,27716,4480,304,1866,127908,84013,60,940,5117,791,1389,3,21,35574
MMR010,Mandalay,MMR010D002,Pyinoolwin,MMR010011,Mogoke,35247,25235,10012,156953,10196,136984,2034,25622,1282,34408,6628,4034,535,24705,24062,8900,975,3799,69587,878,21043,889,20928,3260,2617,338,11934,802,3639,576,2683,67397,1156,4579,393,13480,3368,1417,197,12771,23260,5261,399,1116,136984,96759,176,809,6389,974,161,76,27,31613
MMR010,Mandalay,MMR010D002,Pyinoolwin,MMR010012,Thabeikkyin,33141,27843,5298,151500,12202,128310,3187,29091,2544,26889,12215,2263,473,17293,25492,4774,585,3504,65422,2546,20398,1970,18819,5908,1475,317,8625,874,1810,324,2356,62888,641,8693,574,8070,6307,788,156,8668,24618,2964,261,1148,128310,78161,55,502,3445,368,628,5,29,45117
MMR010,Mandalay,MMR010D003,Kyaukse,MMR010013,Kyaukse,57765,45541,12224,248232,9675,213108,8838,52678,5456,37904,10987,5363,681,25636,47679,11597,1091,5198,101850,4324,35050,3998,26160,5377,3243,450,12832,1715,4742,582,3377,111258,4514,17628,1458,11744,5610,2120,231,12804,45964,6855,509,1821,213108,155553,213,497,563,1235,462,6,574,54005
MMR010,Mandalay,MMR010D003,Kyaukse,MMR010014,Sintgaing,33579,24965,8614,141835,7083,124198,4864,35536,2566,23259,4883,1753,251,13387,24356,8207,706,4430,58596,2801,21575,1856,14849,1898,942,153,6549,703,3527,375,3368,65602,2063,13961,710,8410,2985,811,98,6838,23653,4680,331,1062,124198,94292,42,308,1050,755,273,2,108,27368
MMR010,Mandalay,MMR010D003,Kyaukse,MMR010015,Myittha,46017,37029,8988,191736,3893,161661,4627,39745,5460,31113,12803,2403,419,19451,32250,9358,1081,2951,75556,2539,23227,4194,20815,5915,1384,269,9472,1108,3908,572,2153,86105,2088,16518,1266,10298,6888,1019,150,9979,31142,5450,509,798,161661,117930,34,215,525,641,290,10,30,41986
MMR010,Mandalay,MMR010D003,Kyaukse,MMR010016,Tada-U,32627,24865,7762,135085,3532,115235,2585,14862,1509,32750,10159,2139,322,12699,26646,8054,772,2738,52857,1455,9445,1098,22240,4055,1199,209,6289,1272,3215,379,2001,62378,1130,5417,411,10510,6104,940,113,6410,25374,4839,393,737,115235,90029,29,134,310,747,165,0,14,23807
MMR010,Mandalay,MMR010D004,Myingyan,MMR010017,Myingyan,62340,45081,17259,267917,8179,233481,5423,51689,7854,50022,24776,5114,792,30559,31971,16186,1966,7129,102492,2360,25830,5487,26662,9310,3039,472,14942,2268,6305,994,4823,130989,3063,25859,2367,23360,15466,2075,320,15617,29703,9881,972,2306,233481,181586,80,614,2038,1537,1148,21,63,46394
MMR010,Mandalay,MMR010D004,Myingyan,MMR010018,Taungtha,49852,36367,13485,213483,3159,178289,4775,24553,2567,39868,16887,4427,508,28665,38016,11877,1477,4669,77791,1792,14139,1785,26646,6636,2390,256,13815,1806,4766,754,3006,100498,2983,10414,782,13222,10251,2037,252,14850,36210,7111,723,1663,178289,138884,35,399,1979,750,158,0,37,36047
MMR010,Mandalay,MMR010D004,Myingyan,MMR010019,Natogyi,40965,31021,9944,174291,2787,148260,2499,19044,2993,36684,11225,4878,347,17831,37108,10475,1372,3804,66394,1074,11879,2343,26650,4325,2645,226,8772,1137,4108,700,2535,81866,1425,7165,650,10034,6900,2233,121,9059,35971,6367,672,1269,148260,121203,26,153,385,713,69,1,30,25680
MMR010,Mandalay,MMR010D004,Myingyan,MMR010020,Kyaukpadaung,61961,44263,17698,256214,5694,215467,5230,29187,3338,51144,34716,3616,378,31011,33648,14790,1437,6972,93211,2620,16628,2326,31677,9540,2110,235,15148,1584,5983,747,4613,122256,2610,12559,1012,19467,25176,1506,143,15863,32064,8807,690,2359,215467,171496,33,153,437,1687,264,1,44,41352
MMR010,Mandalay,MMR010D004,Myingyan,MMR010021,Ngazun,27838,21710,6128,121590,2643,103789,1723,11998,1711,33140,13531,1559,197,11856,17413,7622,813,2226,46406,807,6898,1055,20497,4910,856,109,5627,707,2841,383,1716,57383,916,5100,656,12643,8621,703,88,6229,16706,4781,430,510,103789,80273,38,208,1690,609,161,3,41,20766
MMR010,Mandalay,MMR010D005,Nyaung-U,MMR010022,Nyaung-U,54473,40392,14081,232189,7758,201512,5190,38907,2830,43266,20875,3483,467,26957,36287,11608,1612,10030,89940,2679,23308,1896,28058,6170,1892,303,13328,1002,4807,812,5685,111572,2511,15599,934,15208,14705,1591,164,13629,35285,6801,800,4345,201512,174946,107,86,294,1093,186,46,964,23790
MMR010,Mandalay,MMR010D006,Yamethin,MMR010023,Yamethin,57259,44807,12452,237145,20946,214920,5218,27228,3863,60369,29661,3889,414,27127,39904,12877,1503,2867,103661,3316,18457,2768,41762,11395,2197,272,13982,1349,5214,723,2226,111259,1902,8771,1095,18607,18266,1692,142,13145,38555,7663,780,641,214920,152876,133,764,2989,1024,649,20,92,56373
MMR010,Mandalay,MMR010D006,Yamethin,MMR010024,Pyawbwe,58863,44566,14297,254433,5860,213969,3982,29959,3267,62311,26125,3627,452,28149,36895,13396,1347,4459,95762,2162,15583,2096,40166,8433,2100,327,14412,1608,5175,665,3035,118207,1820,14376,1171,22145,17692,1527,125,13737,35287,8221,682,1424,213969,147179,127,597,2610,1022,564,87,53,61730
MMR010,Mandalay,MMR010D007,Meiktila,MMR010028,Meiktila,68439,48510,19929,291498,18165,257116,19676,39208,5410,50721,15646,5534,1369,41320,52532,19135,1785,4780,116240,11911,23705,3658,31087,6548,3256,995,20446,2271,8039,950,3374,140876,7765,15503,1752,19634,9098,2278,374,20874,50261,11096,835,1406,257116,202827,121,487,1747,2097,557,31,96,49153
MMR010,Mandalay,MMR010D007,Meiktila,MMR010029,Mahlaing,33327,23525,9802,136355,3072,115335,2368,17051,2727,24644,20340,2384,353,14495,19169,7881,1121,2802,51313,1161,10131,1955,16948,6352,1212,181,7059,847,3076,525,1866,64022,1207,6920,772,7696,13988,1172,172,7436,18322,4805,596,936,115335,89833,29,394,1277,706,270,4,27,22795
MMR010,Mandalay,MMR010D007,Meiktila,MMR010030,Thazi,44892,34598,10294,195014,7666,164266,7002,24519,2949,38112,18005,4652,563,21521,31875,9609,1196,4263,76085,3952,14849,2023,25804,7060,2575,300,10780,1134,3980,589,3039,88181,3050,9670,926,12308,10945,2077,263,10741,30741,5629,607,1224,164266,120447,88,262,1732,1026,499,26,79,40107
MMR010,Mandalay,MMR010D007,Meiktila,MMR010031,Wundwin,53569,42673,10896,225113,4647,193784,3206,39318,4959,49494,26700,2050,324,20833,27840,13806,1230,4024,88077,1516,20295,3548,32809,8324,1064,199,10217,749,5816,634,2906,105707,1690,19023,1411,16685,18376,986,125,10616,27091,7990,596,1118,193784,142455,60,759,3428,982,333,4,30,45733
MMR011,Mon,MMR011D001,Mawlamyine,MMR011001,Mawlamyine,57457,39309,18148,269916,19472,242927,12815,43276,4239,44739,10881,6472,1016,37297,49261,16650,2418,13863,115340,6459,30302,2884,27442,3843,3993,714,18675,2425,7437,1335,9831,127587,6356,12974,1355,17297,7038,2479,302,18622,46836,9213,1083,4032,242927,159859,180,957,23954,3132,682,77,489,53597
MMR011,Mon,MMR011D001,Mawlamyine,MMR011002,Kyaikmaraw,38888,27596,11292,184488,11322,150644,2401,21678,3115,26282,8611,5626,970,21328,37226,7842,1732,13833,69769,1252,14825,2430,17884,4197,3820,633,10188,1451,3093,905,9091,80875,1149,6853,685,8398,4414,1806,337,11140,35775,4749,827,4742,150644,82441,67,314,14781,671,299,1,59,52011
MMR011,Mon,MMR011D001,Mawlamyine,MMR011003,Chaungzon,27944,18307,9637,119874,2252,98998,2590,16473,2429,13256,4203,5458,685,13549,26447,6669,1291,5948,43810,609,12394,1926,8537,1772,3218,407,6352,830,2953,664,4148,55188,1981,4079,503,4719,2431,2240,278,7197,25617,3716,627,1800,98998,71718,32,269,3556,624,160,2,17,22620
MMR011,Mon,MMR011D001,Mawlamyine,MMR011004,Thanbyuzayat,36234,26763,9471,162386,8150,137308,3149,36616,3897,32630,20424,3493,381,18507,6160,6768,1717,3566,64708,1490,22978,2469,17424,2855,1764,211,8657,333,2837,948,2742,72600,1659,13638,1428,15206,17569,1729,170,9850,5827,3931,769,824,137308,96262,59,322,1414,1173,471,5,24,37578
MMR011,Mon,MMR011D001,Mawlamyine,MMR011005,Mudon,39312,28478,10834,179517,11220,156277,4457,33360,6134,26272,7414,7229,1650,18931,33301,9124,1833,6572,72436,1781,22209,4432,15820,3521,4246,974,8619,1032,3973,992,4837,83841,2676,11151,1702,10452,3893,2983,676,10312,32269,5151,841,1735,156277,117900,76,291,1637,1886,412,10,20,34045
MMR011,Mon,MMR011D001,Mawlamyine,MMR011006,Ye,53448,40599,12849,252444,11180,209626,4632,31638,4069,45648,10185,7865,2777,29780,50356,11454,2321,8901,101274,3046,23827,3225,30644,5091,5325,1805,14020,1514,4891,1262,6624,108352,1586,7811,844,15004,5094,2540,972,15760,48842,6563,1059,2277,209626,142891,90,419,2425,1277,639,10,33,61842
MMR011,Mon,MMR011D002,Thaton,MMR011007,Thaton,48284,33596,14688,228090,10016,187930,6470,33443,4529,29098,7922,5407,1445,28310,41846,11275,2004,16181,90930,3735,24702,3501,18514,4038,3329,901,13636,1497,4933,1091,11053,97000,2735,8741,1028,10584,3884,2078,544,14674,40349,6342,913,5128,187930,112078,83,801,4429,2009,622,11,97,67800
MMR011,Mon,MMR011D002,Thaton,MMR011008,Paung,43726,30421,13305,211821,6638,172975,3739,25035,5215,23621,7477,6835,1756,25627,45177,10860,2038,15595,82205,1552,20682,4321,16452,3839,4472,1000,12378,1402,4774,1129,10204,90770,2187,4353,894,7169,3638,2363,756,13249,43775,6086,909,5391,172975,109547,77,2634,5209,1156,334,12,46,53960
MMR011,Mon,MMR011D002,Thaton,MMR011009,Kyaikto,38088,28176,9912,167264,17268,146234,5250,29066,3150,31649,7088,2631,603,21757,28062,8232,1155,7591,70663,3237,20063,2179,18705,3379,1647,372,10494,921,3405,659,5602,75571,2013,9003,971,12944,3709,984,231,11263,27141,4827,496,1989,146234,100833,126,349,1714,1594,552,8,38,41020
MMR011,Mon,MMR011D002,Thaton,MMR011010,Bilin,39231,29057,10174,174021,7054,142099,3545,21982,3424,28196,10074,3475,529,21619,28415,7537,1276,12027,68072,1731,15294,2757,18222,4575,2099,338,10329,899,3079,706,8043,74027,1814,6688,667,9974,5499,1376,191,11290,27516,4458,570,3984,142099,92842,83,318,1584,1786,293,9,36,45148
MMR012,Rakhine,MMR012D001,Sittwe,MMR012001,Sittwe,29036,18383,10653,139673,8226,124375,11367,16227,2628,18734,3559,6340,1419,21406,27861,7451,691,6692,58375,7190,11486,1838,11827,1696,3570,854,10904,839,3179,368,4624,66000,4177,4741,790,6907,1863,2770,565,10502,27022,4272,323,2068,124375,80454,57,908,1036,1121,1376,18,194,39211
MMR012,Rakhine,MMR012D001,Sittwe,MMR012002,Ponnagyun,25335,19050,6285,127640,2113,103376,1928,4502,2271,16997,5879,7804,1081,17075,29521,5789,576,9953,46570,1104,3709,2017,13317,2807,4641,571,8901,1108,2142,281,5972,56806,824,793,254,3680,3072,3163,510,8174,28413,3647,295,3981,103376,60427,24,77,201,383,242,2,30,41990
MMR012,Rakhine,MMR012D001,Sittwe,MMR012007,Pauktaw,30544,23703,6841,143601,2356,115547,1706,14067,4583,15897,7624,8296,1631,17427,31970,5399,640,6307,52798,898,11427,4048,12018,2869,4500,902,9148,1128,1902,301,3657,62749,808,2640,535,3879,4755,3796,729,8279,30842,3497,339,2650,115547,55369,55,91,274,406,128,0,45,59179
MMR012,Rakhine,MMR012D001,Sittwe,MMR012008,Rathedaung,24341,15161,9180,109989,1985,88582,2527,5127,3541,10531,7874,6113,1278,16084,22038,5522,800,7147,38140,1615,3675,2751,7663,3034,3477,656,8470,694,1894,331,3880,50442,912,1452,790,2868,4840,2636,622,7614,21344,3628,469,3267,88582,50836,36,88,337,363,276,2,36,36608
MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012003,Mrauk-U,41525,31260,10265,186551,3079,151799,3139,24654,7309,21675,10333,9848,1604,22531,37807,8038,1118,3743,68325,2044,18037,6144,13741,3550,5485,802,11848,807,2800,530,2537,83474,1095,6617,1165,7934,6783,4363,802,10683,37000,5238,588,1206,151799,89540,41,46,330,838,316,2,69,60617
MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012004,Kyauktaw,36495,26629,9866,170787,2313,138340,3923,11570,5592,23312,15400,6445,1201,23432,30850,7666,801,8148,60468,2578,7961,4407,16316,4769,3465,630,11905,928,2675,354,4480,77872,1345,3609,1185,6996,10631,2980,571,11527,29922,4991,447,3668,138340,81016,32,306,265,610,160,1,67,55883
MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012005,Minbya,36628,28326,8302,165769,3439,133596,3383,14496,4946,18546,10795,12420,1564,19965,29013,6232,926,11310,61006,2412,10809,4087,13629,2957,6335,707,10230,1064,2173,421,6182,72590,971,3687,859,4917,7838,6085,857,9735,27949,4059,505,5128,133596,72697,35,70,148,686,345,1,35,59579
MMR012,Rakhine,MMR012D005,Mrauk-U,MMR012006,Myebon,31339,26101,5238,134892,2301,106242,1575,8074,3316,26191,9766,5622,1128,17583,22345,4983,676,4983,49713,870,5938,2781,19213,2450,3242,626,8856,722,1780,333,2902,56529,705,2136,535,6978,7316,2380,502,8727,21623,3203,343,2081,106242,54869,34,128,365,289,965,1,33,49558
MMR012,Rakhine,MMR012D002,Maungdaw,MMR012009,Maungdaw,7896,5974,1922,37548,3237,32005,4159,2117,782,6353,3256,1353,232,4487,6400,986,125,1755,16601,3156,1695,597,4712,1279,882,157,2426,284,403,56,954,15404,1003,422,185,1641,1977,471,75,2061,6116,583,69,801,32005,19932,21,1671,208,139,1448,37,23,8526
MMR012,Rakhine,MMR012D002,Maungdaw,MMR012010,Buthidaung,11264,8804,2460,52056,3489,42894,4513,1986,1030,7993,4749,1762,422,6720,9546,1402,215,2556,21315,3801,1574,795,6092,1732,947,185,3674,298,497,94,1626,21579,712,412,235,1901,3017,815,237,3046,9248,905,121,930,42894,26091,16,455,85,195,1241,64,19,14728
MMR012,Rakhine,MMR012D003,Kyaukpyu,MMR012011,Kyaukpyu,37264,29308,7956,155649,9703,133678,4871,13513,2259,34455,8213,5904,1234,20577,28091,8773,928,4860,62661,3065,9662,1677,23781,2682,3384,669,10589,687,3164,414,2887,71017,1806,3851,582,10674,5531,2520,565,9988,27404,5609,514,1973,133678,80200,50,112,658,532,389,7,679,51051
MMR012,Rakhine,MMR012D003,Kyaukpyu,MMR012012,Munaung,14735,11080,3655,56013,953,48851,1341,1721,898,11665,4498,1416,173,5573,12635,4449,402,4080,20864,620,1435,687,8885,1542,753,115,2554,304,1712,191,2066,27987,721,286,211,2780,2956,663,58,3019,12331,2737,211,2014,48851,40130,15,41,164,217,172,0,4,8108
MMR012,Rakhine,MMR012D003,Kyaukpyu,MMR012013,Ramree,22418,17244,5174,95348,2543,80114,1824,4513,1805,19905,9367,3419,628,12153,16048,6522,694,3236,35750,880,3190,1244,13625,3636,1927,381,5936,412,2373,319,1827,44364,944,1323,561,6280,5731,1492,247,6217,15636,4149,375,1409,80114,52574,16,47,1254,400,359,0,21,25443
MMR012,Rakhine,MMR012D003,Kyaukpyu,MMR012014,Ann,27359,23240,4119,115558,4156,93152,3712,6630,824,27002,5953,3813,673,13623,21056,4339,534,4993,45369,2844,4780,585,19430,2678,2448,384,7006,585,1624,251,2754,47783,868,1850,239,7572,3275,1365,289,6617,20471,2715,283,2239,93152,54637,43,52,191,255,229,2,154,37589
MMR012,Rakhine,MMR012D004,Thandwe,MMR012015,Thandwe,31075,25044,6031,124773,8711,113523,4167,19528,1729,24992,6408,2939,606,13377,26235,9181,817,3544,55019,2427,14478,1260,18257,2635,1855,397,6585,544,3710,426,2445,58504,1740,5050,469,6735,3773,1084,209,6792,25691,5471,391,1099,113523,76978,32,213,3377,468,1727,6,471,30251
MMR012,Rakhine,MMR012D004,Thandwe,MMR012016,Toungup,35192,28948,6244,153721,4620,128769,3477,10310,1433,36345,9987,4714,1951,18929,26226,8598,898,5901,62231,2169,7956,1101,25914,3967,2942,684,9381,637,3489,454,3537,66538,1308,2354,332,10431,6020,1772,1267,9548,25589,5109,444,2364,128769,82278,58,102,465,433,509,22,60,44842
MMR012,Rakhine,MMR012D004,Thandwe,MMR012017,Gwa,17326,14698,2628,64580,1435,56149,1664,8648,1512,11910,3588,1490,126,6512,13383,4129,478,2709,27657,1003,7061,1182,8914,1481,909,77,3185,176,1654,246,1769,28492,661,1587,330,2996,2107,581,49,3327,13207,2475,232,940,56149,40935,11,93,537,208,469,5,28,13863
MMR013,Yangon,MMR013D001,Yangon (North),MMR013001,Insein,61676,45309,16367,278986,26297,265187,16105,76766,3461,37202,5195,6252,1056,38356,47804,18647,1933,12410,125761,8920,47733,2368,20900,2598,3977,704,19012,1330,8736,1053,8430,139426,7185,29033,1093,16302,2597,2275,352,19344,46474,9911,880,3980,265187,202895,230,1457,7982,1926,2051,193,337,48116
MMR013,Yangon,MMR013D001,Yangon (North),MMR013002,Mingaladon,66303,50443,15860,291904,39682,284095,22287,88051,3136,34075,5318,5542,1466,38963,54231,15852,1658,13516,134062,16295,50784,2032,19234,2438,3577,891,19537,1561,8331,934,8448,150033,5992,37267,1104,14841,2880,1965,575,19426,52670,7521,724,5068,284095,208418,205,1307,9753,3859,2128,124,413,57888
MMR013,Yangon,MMR013D001,Yangon (North),MMR013003,Hmawbi,56469,45464,11005,231073,13534,202679,11927,50276,2764,32559,8545,4069,831,29364,39589,11474,1431,9850,99729,8518,32777,2021,20586,3484,2630,573,14814,1141,5469,782,6934,102950,3409,17499,743,11973,5061,1439,258,14550,38448,6005,649,2916,202679,128783,154,610,10606,1976,1763,127,212,58448
MMR013,Yangon,MMR013D001,Yangon (North),MMR013004,Hlegu,58023,45336,12687,247452,23289,220988,12588,54931,3927,30162,6723,4036,826,31971,46412,11200,1701,16511,108848,9443,34958,3017,20409,3366,2604,512,15848,1277,5105,938,11371,112140,3145,19973,910,9753,3357,1432,314,16123,45135,6095,763,5140,220988,133924,114,1157,12721,1862,2397,17,68,68728
MMR013,Yangon,MMR013D001,Yangon (North),MMR013005,Taikkyi,66999,53817,13182,271120,6148,226477,7276,52076,7211,34312,13458,4560,825,28670,50047,11561,1585,14896,108882,4534,35350,5487,23688,6191,2788,509,14494,1159,4376,780,9526,117595,2742,16726,1724,10624,7267,1772,316,14176,48888,7185,805,5370,226477,131601,336,1009,11616,1154,1296,240,67,79158
MMR013,Yangon,MMR013D001,Yangon (North),MMR013006,Htantabin,34211,28678,5533,143791,2001,117759,1713,32276,3068,18661,7853,1638,402,15556,24248,5112,904,6328,57480,862,20286,2467,13350,3313,976,253,7973,687,2139,470,4704,60279,851,11990,601,5311,4540,662,149,7583,23561,2973,434,1624,117759,72340,48,308,4804,458,243,9,23,39526
MMR013,Yangon,MMR013D001,Yangon (North),MMR013007,Shwepyithar,73775,56790,16985,328740,14786,288935,8733,101871,3547,37816,5391,6165,1278,39014,54856,17901,2146,10217,136753,5501,62961,2342,21748,2027,3925,751,19797,1549,8498,1214,6440,152182,3232,38910,1205,16068,3364,2240,527,19217,53307,9403,932,3777,288935,192014,189,1683,15576,1458,4599,202,83,73131
MMR013,Yangon,MMR013D001,Yangon (North),MMR013008,Hlaingtharya,148711,118386,30325,663463,24404,579376,9009,257135,8032,63054,7920,9051,2647,63774,111046,24786,3611,19311,268014,4940,149279,5267,35895,3775,6015,1653,32244,3491,11328,2174,11953,311362,4069,107856,2765,27159,4145,3036,994,31530,107555,13458,1437,7358,579376,373011,479,3023,39119,1943,9619,149,819,151214
