pcode_st,name_st,pcode_dt,name_dt,pcode_ts,name_ts,hh_t,hh_m,hh_f,pop_hh,pop_ins,usuact_10ab_t,usuact_10ab_govemp_t,usuact_10ab_priemp_t,usuact_10ab_empyr_t,usuact_10ab_ownacc_t,usuact_10ab_unpfam_t,usuact_10ab_seekw_t,usuact_10ab_nseekw_t,usuact_10ab_stu_t,usuact_10ab_hhwork_t,usuact_10ab_retir_t,usuact_10ab_ill_t,usuact_10ab_oth_t,usuact_10ab_m,usuact_10ab_govemp_m,usuact_10ab_priemp_m,usuact_10ab_empyr_m,usuact_10ab_ownacc_m,usuact_10ab_unpfam_m,usuact_10ab_seekw_m,usuact_10ab_nseekw_m,usuact_10ab_stu_m,usuact_10ab_hhwork_m,usuact_10ab_retir_m,usuact_10ab_ill_m,usuact_10ab_oth_m,usuact_10ab_f,usuact_10ab_govemp_f,usuact_10ab_priemp_f,usuact_10ab_empyr_f,usuact_10ab_ownacc_f,usuact_10ab_unpfam_f,usuact_10ab_seekw_f,usuact_10ab_nseekw_f,usuact_10ab_stu_f,usuact_10ab_hhwork_f,usuact_10ab_retir_f,usuact_10ab_ill_f,usuact_10ab_oth_f,idcard_10ab_t,idcard_10ab_citi_t,idcard_10ab_assc_t,idcard_10ab_natu_t,idcard_10ab_natreg_t,idcard_10ab_relig_t,idcard_10ab_temp_t,idcard_10ab_forreg_t,idcard_10ab_forpp_t,idcard_10ab_non_t
MMR005,Sagaing,MMR005D004,Katha,MMR005024,Kawlin,31403,23582,7821,140228,5069,120575,2512,16238,3782,31912,19983,1928,133,14962,18309,8217,719,1880,57204,1321,10901,2872,21439,6656,999,85,7329,642,3240,345,1375,63371,1191,5337,910,10473,13327,929,48,7633,17667,4977,374,505,120575,89098,126,116,282,637,328,6,17,29965
MMR005,Sagaing,MMR005D004,Katha,MMR005025,Wuntho,14205,10566,3639,69442,3953,58779,1722,5763,1346,15850,9133,737,155,7754,10532,3700,278,1809,28140,1004,4192,1095,10843,3691,391,79,3630,468,1371,140,1236,30639,718,1571,251,5007,5442,346,76,4124,10064,2329,138,573,58779,46617,27,18,64,568,128,3,12,11342
MMR005,Sagaing,MMR005D004,Katha,MMR005026,Pinlebu,21900,14545,7355,109289,2679,87808,1767,2785,370,21782,17401,6244,410,11323,15154,7821,577,2174,40112,887,1958,273,16558,5960,3385,252,5515,764,2774,263,1523,47696,880,827,97,5224,11441,2859,158,5808,14390,5047,314,651,87808,62216,19,100,212,530,183,1,10,24537
MMR005,Sagaing,MMR005D005,Kale,MMR005027,Kale,72769,54409,18360,339302,9271,279101,8541,41866,5372,56714,25134,10156,1227,51400,52988,16939,2476,6288,132708,5251,28664,3854,39085,8715,5850,756,25223,2219,7558,1268,4265,146393,3290,13202,1518,17629,16419,4306,471,26177,50769,9381,1208,2023,279101,196618,90,187,750,786,287,7,118,80258
MMR005,Sagaing,MMR005D005,Kale,MMR005028,Kalewa,11735,9101,2634,54744,1688,45778,1055,5823,865,14948,10949,505,18,6156,3175,1623,214,447,22301,524,4089,632,9229,3336,249,15,2920,140,671,103,393,23477,531,1734,233,5719,7613,256,3,3236,3035,952,111,54,45778,37675,9,35,37,215,92,1,4,7710
MMR005,Sagaing,MMR005D005,Kale,MMR005029,Mingin,22058,17036,5022,102299,2064,83577,1524,6353,920,23631,13520,2596,145,13075,14499,4940,480,1894,39552,740,3995,713,17114,4925,1366,93,6445,510,2093,237,1321,44025,784,2358,207,6517,8595,1230,52,6630,13989,2847,243,573,83577,63801,11,67,501,364,129,5,7,18692
MMR005,Sagaing,MMR005D006,Tamu,MMR005030,Tamu,22591,17913,4678,111986,2883,87399,1977,12052,2068,19418,7156,2360,481,16480,18003,4688,647,2069,43086,1072,8943,1718,13844,3425,1470,283,8030,538,1938,326,1499,44313,905,3109,350,5574,3731,890,198,8450,17465,2750,321,570,87399,71432,436,44,139,237,90,3,26,14992
MMR005,Sagaing,MMR005D007,Mawlaik,MMR005031,Mawlaik,10345,7911,2434,49782,1532,40741,1758,4458,927,11113,8918,458,69,6162,4426,1723,239,490,19677,1185,2944,728,7261,3005,287,54,2948,147,675,113,330,21064,573,1514,199,3852,5913,171,15,3214,4279,1048,126,160,40741,32755,14,61,92,161,111,0,11,7536
MMR005,Sagaing,MMR005D007,Mawlaik,MMR005032,Paungbyin,20246,15528,4718,110354,2340,85425,1938,7631,2697,26137,17915,1965,89,14280,7654,4081,399,639,40093,1147,4668,1882,16333,5425,868,61,7083,475,1458,195,498,45332,791,2963,815,9804,12490,1097,28,7197,7179,2623,204,141,85425,63286,24,40,256,429,346,0,23,21021
MMR005,Sagaing,MMR005D008,Hkamti,MMR005033,Hkamti,7361,5646,1715,37049,10609,38216,1710,7902,855,9813,5083,603,89,5665,4383,961,174,978,22099,1185,6701,648,6421,2347,421,60,2760,404,359,86,707,16117,525,1201,207,3392,2736,182,29,2905,3979,602,88,271,38216,26978,31,118,91,116,133,2,10,10737
MMR005,Sagaing,MMR005D008,Hkamti,MMR005034,Homalin,35743,26614,9129,198477,59729,197387,3853,37373,7715,40981,24424,5222,1150,30725,30921,9286,699,5038,102910,2108,29063,6046,29017,9910,3262,784,14614,1328,2988,350,3440,94477,1745,8310,1669,11964,14514,1960,366,16111,29593,6298,349,1598,197387,110935,94,301,1957,721,1008,44,71,82256
MMR005,Sagaing,MMR005D008,Hkamti,MMR005035,Lay Shi,1966,1590,376,9742,749,7424,438,780,18,1676,1989,91,6,1553,541,177,54,101,3696,283,531,17,1214,647,52,5,757,23,76,23,68,3728,155,249,1,462,1342,39,1,796,518,101,31,33,7424,5735,9,12,51,11,8,2,1,1595
MMR005,Sagaing,MMR005D008,Hkamti,MMR005036,Lahe,8932,7830,1102,53424,933,38935,905,756,111,11247,14992,613,145,5524,2671,1369,227,375,19223,630,633,78,7047,6292,329,83,2841,393,583,108,206,19712,275,123,33,4200,8700,284,62,2683,2278,786,119,169,38935,18320,11,43,73,27,24,2,14,20421
MMR005,Sagaing,MMR005D008,Hkamti,MMR005037,Nanyun,7840,6856,984,49820,2160,37330,912,672,99,8141,12293,106,20,7631,4554,1717,276,909,19219,709,559,66,6301,5460,61,11,4163,303,706,121,759,18111,203,113,33,1840,6833,45,9,3468,4251,1011,155,150,37330,19600,15,13,58,8,35,0,10,17591
MMR005,Sagaing,MMR005D009,Yinmabin,MMR005016,Yinmabin,29532,23154,6378,139808,1672,117263,2286,17429,4030,30003,21818,1810,170,17773,11935,7949,805,1255,53825,1111,9772,2850,18645,6463,897,103,8715,406,3455,387,1021,63438,1175,7657,1180,11358,15355,913,67,9058,11529,4494,418,234,117263,94445,35,177,1048,583,92,1,31,20851
MMR005,Sagaing,MMR005D009,Yinmabin,MMR005018,Salingyi,26467,19445,7022,116837,4971,102450,4215,19890,1430,23687,9579,2327,218,14101,16136,7014,764,3089,45970,1843,12913,918,13059,3317,1159,158,6816,556,2897,383,1951,56480,2372,6977,512,10628,6262,1168,60,7285,15580,4117,381,1138,102450,72247,17,159,3863,491,88,0,488,25097
MMR005,Sagaing,MMR005D009,Yinmabin,MMR005019,Pale,32362,24142,8220,140339,3667,117974,1920,12490,3844,27627,20978,2646,223,16971,20159,8373,936,1807,53665,1038,7880,3070,18802,6916,1400,144,8330,645,3581,453,1406,64309,882,4610,774,8825,14062,1246,79,8641,19514,4792,483,401,117974,91798,20,111,569,565,46,1,13,24851
MMR005,Sagaing,MMR005D009,Yinmabin,MMR005017,Kani,29223,21790,7433,131237,3304,109750,2285,10172,2705,25592,20343,3060,329,18032,16901,7178,890,2263,49912,1103,5888,2045,17710,7683,1549,191,8609,301,2863,462,1508,59838,1182,4284,660,7882,12660,1511,138,9423,16600,4315,428,755,109750,77831,35,196,1520,466,127,0,23,29552
MMR006,Tanintharyi,MMR006D001,Dawei,MMR006001,Dawei,29133,17496,11637,135996,10968,119929,6618,22010,2064,24714,6735,3259,638,18106,21630,7822,1267,5066,56878,3453,15514,1360,14496,2956,2065,398,8470,1252,3072,663,3179,63051,3165,6496,704,10218,3779,1194,240,9636,20378,4750,604,1887,119929,94493,125,368,1026,854,312,134,206,22411
MMR006,Tanintharyi,MMR006D001,Dawei,MMR006002,Launglon,25735,17231,8504,114977,3340,92801,2131,18686,2257,19856,5179,2565,492,15665,18345,5109,1207,1309,42529,679,13828,1734,10237,1710,1585,296,7358,1279,2196,609,1018,50272,1452,4858,523,9619,3469,980,196,8307,17066,2913,598,291,92801,64154,50,122,1034,524,287,5,24,26601
MMR006,Tanintharyi,MMR006D001,Dawei,MMR006003,Thayetchaung,22874,10281,12593,103182,2480,82825,2301,12438,864,16046,4994,3020,471,14772,19460,5280,1346,1833,38620,880,9819,634,10293,2319,1932,292,6995,1257,2135,723,1341,44205,1421,2619,230,5753,2675,1088,179,7777,18203,3145,623,492,82825,64171,40,134,1357,357,211,4,34,16517
MMR006,Tanintharyi,MMR006D001,Dawei,MMR006004,Yebyu,26350,19510,6840,115860,6773,96050,3863,15437,848,23658,6404,3304,440,16192,17777,4146,904,3077,48760,2987,11750,645,15300,2975,2099,259,7950,619,1699,472,2005,47290,876,3687,203,8358,3429,1205,181,8242,17158,2447,432,1072,96050,65822,104,151,1977,363,283,10,426,26914
MMR006,Tanintharyi,MMR006D002,Myeik,MMR006005,Myeik,54349,43414,10935,273637,10852,226673,8849,54678,2889,37606,6934,5955,1177,38957,47715,11897,1967,8049,110300,5314,39388,2083,24532,3385,3660,768,18231,1259,4943,1109,5628,116373,3535,15290,806,13074,3549,2295,409,20726,46456,6954,858,2421,226673,153118,197,1061,7905,1332,771,145,157,61987
MMR006,Tanintharyi,MMR006D002,Myeik,MMR006006,Kyunsu,32988,27672,5316,168531,3222,127207,2402,27598,2657,25471,13904,1807,1118,20251,24279,4097,906,2717,65498,1495,21151,2271,18585,5945,969,535,9654,917,1629,500,1847,61709,907,6447,386,6886,7959,838,583,10597,23362,2468,406,870,127207,73561,40,144,1998,279,205,4,47,50929
MMR006,Tanintharyi,MMR006D002,Myeik,MMR006007,Palaw,25653,19741,5912,127925,2067,98717,2903,14488,1347,18619,5370,3193,1861,17397,22130,5756,1194,4459,47586,1339,10857,1130,13343,2714,1958,1249,7909,1352,2436,672,2627,51131,1564,3631,217,5276,2656,1235,612,9488,20778,3320,522,1832,98717,70352,21,154,1106,387,152,6,11,26528
MMR006,Tanintharyi,MMR006D002,Myeik,MMR006008,Tanintharyi,19929,11956,7973,102805,4048,80559,2017,8585,835,21845,7813,2055,485,13869,15174,3289,715,3877,41322,1271,6295,570,15458,4292,1357,315,6670,650,1256,400,2788,39237,746,2290,265,6387,3521,698,170,7199,14524,2033,315,1089,80559,51278,35,165,2220,245,407,29,13,26167
MMR006,Tanintharyi,MMR006D003,Kawthoung,MMR006009,Kawthoung,30346,20967,9379,133526,6494,109753,4558,29684,1906,17507,3711,1871,772,14622,25961,4244,848,4069,56933,3431,22952,1491,11924,2134,1327,505,7047,1181,1771,484,2686,52820,1127,6732,415,5583,1577,544,267,7575,24780,2473,364,1383,109753,69622,70,381,5828,569,452,65,231,32535
MMR006,Tanintharyi,MMR006D003,Kawthoung,MMR006010,Bokpyin,15742,12991,2751,75844,5874,61386,3112,13036,781,11733,4392,669,293,9276,14204,1621,293,1976,33502,2614,10583,651,8848,2769,474,172,4541,676,676,162,1336,27884,498,2453,130,2885,1623,195,121,4735,13528,945,131,640,61386,36653,40,225,2150,169,432,3,33,21681
MMR111,Bago,MMR007D001,Bago,MMR007001,Bago,107132,81404,25728,467615,23819,402587,15502,98661,9162,76574,11043,10531,1758,55796,79163,19398,3173,21826,190703,9967,59119,6461,46906,6012,6532,1136,27877,2067,7331,1675,15620,211884,5535,39542,2701,29668,5031,3999,622,27919,77096,12067,1498,6206,402587,263171,283,2290,4137,5750,1702,99,258,124897
MMR111,Bago,MMR007D001,Bago,MMR007002,Thanatpin,32527,25846,6681,143037,2250,112151,1651,19340,4514,22180,4436,3536,496,17055,26417,5049,1089,6388,52505,707,12696,3624,14525,2622,2119,326,8589,687,1903,558,4149,59646,944,6644,890,7655,1814,1417,170,8466,25730,3146,531,2239,112151,60789,93,1611,572,507,229,17,38,48295
MMR111,Bago,MMR007D001,Bago,MMR007003,Kawa,46075,36852,9223,195158,2205,154456,2315,29787,6726,24281,11466,4948,549,23989,36032,7225,1216,5922,71912,905,19426,5297,18507,4571,2687,314,12260,715,2645,617,3968,82544,1410,10361,1429,5774,6895,2261,235,11729,35317,4580,599,1954,154456,97691,56,1773,933,538,349,6,31,53079
MMR111,Bago,MMR007D001,Bago,MMR007004,Waw,37083,28664,8419,171165,4849,136727,2257,28621,4406,23920,9534,4437,471,20769,28751,6860,1294,5407,63628,1069,16877,3446,16788,4445,2586,300,10312,755,2628,705,3717,73099,1188,11744,960,7132,5089,1851,171,10457,27996,4232,589,1690,136727,87058,102,1115,1089,598,371,6,38,46350
MMR111,Bago,MMR007D001,Bago,MMR007005,Nyaunglebin,44762,33239,11523,195607,3876,160823,3749,28163,5022,31847,8503,5541,530,23037,37714,10177,1625,4915,74765,1701,18336,4002,22205,4620,3078,323,11330,1176,4064,853,3077,86058,2048,9827,1020,9642,3883,2463,207,11707,36538,6113,772,1838,160823,108310,98,407,683,869,183,29,39,50205
MMR111,Bago,MMR007D001,Bago,MMR007006,Kyauktaga,51648,40373,11275,248302,2910,197197,3716,38002,6178,31482,17091,6028,686,29782,47623,10537,1395,4677,92663,1638,25314,5140,23512,8456,3551,444,14810,1688,4185,730,3195,104534,2078,12688,1038,7970,8635,2477,242,14972,45935,6352,665,1482,197197,108816,236,13370,837,708,769,34,53,72374
MMR111,Bago,MMR007D001,Bago,MMR007007,Daik-U,45753,33539,12214,198484,4046,161472,3463,39848,6031,29591,9930,3564,460,21995,33762,8439,1426,2963,75747,1650,24324,4725,19225,5063,2073,306,10940,830,3385,756,2470,85725,1813,15524,1306,10366,4867,1491,154,11055,32932,5054,670,493,161472,104427,127,408,1096,960,430,5,32,53987
MMR111,Bago,MMR007D001,Bago,MMR007008,Shwegyin,21782,16154,5628,104486,2976,82527,2694,12368,1347,19474,4615,2731,375,12460,18383,3979,681,3420,40455,1771,8485,1032,13574,2638,1682,248,6046,664,1619,342,2354,42072,923,3883,315,5900,1977,1049,127,6414,17719,2360,339,1066,82527,44905,26,194,1075,467,540,6,13,35301
MMR111,Bago,MMR007D002,Taungoo,MMR007009,Taungoo,57460,42563,14897,247505,14551,215130,12014,39496,4430,38183,10596,4601,710,32942,46380,13459,1598,10721,101506,8057,25672,3276,23838,5526,2804,483,16286,1811,5825,866,7062,113624,3957,13824,1154,14345,5070,1797,227,16656,44569,7634,732,3659,215130,154321,302,1848,3735,1553,1280,84,71,51936
MMR111,Bago,MMR007D002,Taungoo,MMR007010,Yedashe,50527,38735,11792,207291,6302,170558,7727,27857,4271,37170,14755,3161,496,22049,34290,8565,1418,8799,81341,4760,17497,3261,25504,6699,1849,289,10824,830,3412,724,5692,89217,2967,10360,1010,11666,8056,1312,207,11225,33460,5153,694,3107,170558,108758,96,427,1758,960,829,15,73,57642
MMR111,Bago,MMR007D002,Taungoo,MMR007011,Kyaukkyi,22883,15093,7790,111429,1900,86571,2444,13213,1811,16511,7757,2786,321,13931,18752,5520,987,2538,40714,1552,8296,1390,11823,4105,1735,207,6595,612,2261,500,1638,45857,892,4917,421,4688,3652,1051,114,7336,18140,3259,487,900,86571,46690,38,477,962,479,518,1,57,37349
MMR111,Bago,MMR007D002,Taungoo,MMR007012,Phyu,54931,39999,14932,252662,4611,204488,4993,34317,6910,33777,19400,4203,819,30539,43728,12157,1849,11796,94461,2496,21408,5474,24438,8402,2479,452,15265,1253,4924,923,6947,110027,2497,12909,1436,9339,10998,1724,367,15274,42475,7233,926,4849,204488,126267,242,8664,2522,865,1581,28,81,64238
MMR111,Bago,MMR007D002,Taungoo,MMR007013,Oktwin,36870,26119,10751,157272,2556,127430,3673,28171,5871,21936,11431,2878,374,15833,23948,6110,1199,6006,59065,2193,16381,4443,14091,4543,1717,243,7783,799,2499,610,3763,68365,1480,11790,1428,7845,6888,1161,131,8050,23149,3611,589,2243,127430,86550,72,1104,978,617,191,2,39,37877
MMR111,Bago,MMR007D002,Taungoo,MMR007014,Htantabin,26781,19892,6889,115743,1533,92639,1837,20330,4801,12443,9158,2274,207,13883,18639,4767,695,3605,42857,830,12680,3899,9012,3368,1367,144,6676,443,1894,363,2181,49782,1007,7650,902,3431,5790,907,63,7207,18196,2873,332,1424,92639,59013,49,248,462,376,262,,32,32197
MMR111,Bago,MMR008D001,Pyay,MMR008001,Pyay,58557,44362,14195,235915,15728,218854,10782,37970,4674,44337,12441,4753,918,27752,46171,15125,1435,12496,103034,5884,25185,3368,29394,5790,2739,552,13493,1262,6653,773,7941,115820,4898,12785,1306,14943,6651,2014,366,14259,44909,8472,662,4555,218854,162993,247,862,2529,2810,2277,104,92,46940
MMR111,Bago,MMR008D001,Pyay,MMR008002,Paukkhaung,32347,27003,5344,122999,1857,105893,2583,12904,2085,26558,15453,1739,284,9306,24651,6488,561,3281,51441,1433,8527,1696,21345,7050,902,170,4435,648,2799,300,2136,54452,1150,4377,389,5213,8403,837,114,4871,24003,3689,261,1145,105893,73352,33,237,843,365,1626,4,25,29408
MMR111,Bago,MMR008D001,Pyay,MMR008003,Padaung,38892,27956,10936,140748,3466,123082,13199,11773,1621,28033,11191,2502,280,13444,24213,9082,874,6870,58580,8386,8085,1169,19401,3814,1270,139,6536,702,4270,452,4356,64502,4813,3688,452,8632,7377,1232,141,6908,23511,4812,422,2514,123082,97521,18,226,442,637,222,,12,24004
MMR111,Bago,MMR008D001,Pyay,MMR008004,Paungde,36700,29361,7339,134195,3366,118799,2384,20687,3336,26072,12429,2156,262,9872,26122,8262,849,6368,56656,1287,13263,2524,19458,5383,1184,171,4937,568,3454,431,3996,62143,1097,7424,812,6614,7046,972,91,4935,25554,4808,418,2372,118799,86273,93,205,467,446,522,23,14,30756
MMR111,Bago,MMR008D001,Pyay,MMR008005,Thegon,35950,27415,8535,128971,1986,114583,3566,15077,2878,28862,12919,1686,158,9978,22942,7647,731,8139,53464,2196,9395,2091,20304,4375,874,102,4932,590,3241,371,4993,61119,1370,5682,787,8558,8544,812,56,5046,22352,4406,360,3146,114583,86998,24,267,858,549,1484,13,18,24372
MMR111,Bago,MMR008D001,Pyay,MMR008006,Shwedaung,33564,25048,8516,118837,2834,105178,5128,17531,3828,21799,8803,2284,232,10022,21803,7175,860,5713,48293,2719,10812,2966,14418,3428,1228,135,4897,584,3181,414,3511,56885,2409,6719,862,7381,5375,1056,97,5125,21219,3994,446,2202,105178,77699,20,131,797,666,396,1,11,25457
MMR111,Bago,MMR008D002,Thayarwady,MMR008007,Thayarwady,36626,28867,7759,147417,3687,123267,3964,22856,5958,19096,7739,4416,444,13826,32552,7854,988,3574,58786,2058,16777,5149,13961,4160,2676,290,6750,807,3156,546,2456,64481,1906,6079,809,5135,3579,1740,154,7076,31745,4698,442,1118,123267,78281,123,602,1492,546,230,61,19,41913
MMR111,Bago,MMR008D002,Thayarwady,MMR008008,Letpadan,43484,34398,9086,175089,2318,143641,2994,25045,9812,19162,8636,4815,547,18239,37329,8033,994,8035,67375,1481,17718,7882,13651,4220,3150,321,9160,1171,3160,487,4974,76266,1513,7327,1930,5511,4416,1665,226,9079,36158,4873,507,3061,143641,87245,56,356,908,585,813,18,20,53640
MMR111,Bago,MMR008D002,Thayarwady,MMR008009,Minhla,30894,24314,6580,120682,1809,101537,2284,19993,4996,15943,5699,2412,276,10800,28191,6368,741,3834,47972,1267,14319,4040,12005,2989,1482,189,5489,664,2458,378,2692,53565,1017,5674,956,3938,2710,930,87,5311,27527,3910,363,1142,101537,72224,85,214,369,517,203,43,24,27858
MMR111,Bago,MMR008D002,Thayarwady,MMR008010,Okpho,31894,25721,6173,124678,1984,105852,2244,18941,3765,17774,5458,3834,462,11387,31171,7016,769,3031,50111,1061,14676,3184,13738,3470,2204,248,5658,572,2820,406,2074,55741,1183,4265,581,4036,1988,1630,214,5729,30599,4196,363,957,105852,70333,183,327,634,443,236,6,12,33678
MMR111,Bago,MMR008D002,Thayarwady,MMR008011,Zigon,18210,14743,3467,66666,857,57741,1578,8915,2403,9605,2136,2348,253,5135,18004,3917,409,3038,27209,752,6962,2130,7713,1018,1465,175,2512,370,1765,217,2130,30532,826,1953,273,1892,1118,883,78,2623,17634,2152,192,908,57741,40401,40,123,300,249,127,13,14,16474
MMR111,Bago,MMR008D002,Thayarwady,MMR008012,Nattalin,45769,37530,8239,169947,2194,147738,2744,18465,9553,22928,8666,8120,545,12398,43797,9882,872,9768,69744,1296,14039,8126,18468,3580,5072,386,6147,1402,4212,476,6540,77994,1448,4426,1427,4460,5086,3048,159,6251,42395,5670,396,3228,147738,96852,57,257,1286,774,402,7,39,48064
MMR111,Bago,MMR008D002,Thayarwady,MMR008013,Monyo,33287,27448,5839,126181,1389,105952,1856,17165,6575,20943,11774,4112,240,11792,21174,6624,722,2975,49726,925,10890,4990,14548,4462,2492,142,5860,410,2708,369,1930,56226,931,6275,1585,6395,7312,1620,98,5932,20764,3916,353,1045,105952,66997,37,268,930,327,87,27,9,37270
MMR111,Bago,MMR008D002,Thayarwady,MMR008014,Gyobingauk,30586,24739,5847,115727,1706,100857,2520,14063,6150,13824,5331,6104,202,9450,30079,6497,653,5984,47289,1323,11150,5226,10903,2649,3822,125,4626,550,2612,339,3964,53568,1197,2913,924,2921,2682,2282,77,4824,29529,3885,314,2020,100857,70218,54,317,580,698,153,30,23,28784
MMR009,Magway,MMR009D001,Magway,MMR009001,Magway,68677,52895,15782,273929,15318,240628,12633,50652,7793,40962,20532,3776,618,33114,43494,15365,1744,9945,110510,6944,30525,5409,26232,7895,2064,377,16256,1322,6463,913,6110,130118,5689,20127,2384,14730,12637,1712,241,16858,42172,8902,831,3835,240628,187015,88,453,4213,1680,198,11,62,46908
MMR009,Magway,MMR009D001,Magway,MMR009002,Yenangyaung,32500,22295,10205,129995,4232,110988,4068,16287,3323,19913,10738,2790,366,17618,22885,9195,1139,2666,48565,2332,9630,2269,12486,4308,1480,238,8781,712,3812,576,1941,62423,1736,6657,1054,7427,6430,1310,128,8837,22173,5383,563,725,110988,84889,63,199,1481,734,77,27,81,23437
MMR009,Magway,MMR009D001,Magway,MMR009003,Chauk,44618,30933,13685,181519,3670,153988,6262,22017,3390,28443,11816,4164,363,23239,33707,11632,1125,7830,66808,3586,13179,2370,17681,4380,2261,238,11688,1217,5093,576,4539,87180,2676,8838,1020,10762,7436,1903,125,11551,32490,6539,549,3291,153988,117372,84,219,948,931,349,18,22,34045
MMR009,Magway,MMR009D001,Magway,MMR009004,Taungdwingyi,60263,46469,13794,254188,5672,214274,6482,21355,5690,54381,39267,3577,486,28713,33951,13156,1476,5740,99602,3736,13048,4073,37444,13289,1959,326,14393,1654,5273,715,3692,114672,2746,8307,1617,16937,25978,1618,160,14320,32297,7883,761,2048,214274,169656,129,350,2571,804,195,14,49,40506
MMR009,Magway,MMR009D001,Magway,MMR009005,Myothit,36948,28420,8528,156984,2527,127391,2669,14185,12558,24245,23334,1850,143,17964,20664,7114,978,1687,57947,1440,7526,9320,16278,7979,1012,79,9149,780,2670,444,1270,69444,1229,6659,3238,7967,15355,838,64,8815,19884,4444,534,417,127391,102357,28,176,1200,435,94,3,20,23078
MMR009,Magway,MMR009D001,Magway,MMR009006,Natmauk,48426,35033,13393,202962,4034,167928,2826,14257,18922,37179,35432,2535,205,23240,18959,9926,1394,3053,73115,1738,7388,12526,20781,10120,1343,140,11419,816,3833,669,2342,94813,1088,6869,6396,16398,25312,1192,65,11821,18143,6093,725,711,167928,132226,44,302,1400,723,159,4,26,33044
MMR009,Magway,MMR009D002,Minbu,MMR009007,Minbu,43817,33703,10114,172845,15337,156773,7557,29808,3330,34075,14742,3426,373,20648,26801,10261,1118,4634,72395,5009,17553,2374,20826,5466,1890,250,10050,890,4323,544,3220,84378,2548,12255,956,13249,9276,1536,123,10598,25911,5938,574,1414,156773,114991,74,362,3677,883,228,6,31,36521
MMR009,Magway,MMR009D002,Minbu,MMR009008,Pwintbyu,39764,31040,8724,159885,3807,134991,4197,34988,6962,31599,18038,618,54,15853,13892,5970,971,1849,62304,1902,18572,4831,19026,4881,290,41,7780,673,2396,486,1426,72687,2295,16416,2131,12573,13157,328,13,8073,13219,3574,485,423,134991,97930,40,160,979,660,164,7,21,35030
MMR009,Magway,MMR009D002,Minbu,MMR009009,Ngape,12457,9978,2479,50336,1806,41535,2231,2935,415,13285,5184,640,84,5098,7946,2708,222,787,19664,1335,1963,312,9190,1998,373,60,2464,275,1056,116,522,21871,896,972,103,4095,3186,267,24,2634,7671,1652,106,265,41535,34956,7,45,50,189,34,,11,6243
MMR009,Magway,MMR009D002,Minbu,MMR009010,Salin,55605,42523,13082,232255,3778,195173,3844,35917,6634,47551,32464,2622,278,25287,25089,10067,1351,4069,88071,2166,18972,4613,29353,10599,1267,154,12655,1176,3764,633,2719,107102,1678,16945,2021,18198,21865,1355,124,12632,23913,6303,718,1350,195173,131694,64,412,4690,978,332,13,58,56932
MMR009,Magway,MMR009D002,Minbu,MMR009011,Sidoktaya,10780,8532,2248,45547,1979,38440,1941,2828,198,13790,6536,363,31,4272,4934,2450,334,763,18859,1207,2024,134,8935,2203,160,15,2165,290,1048,147,531,19581,734,804,64,4855,4333,203,16,2107,4644,1402,187,232,38440,32055,6,33,130,214,44,,6,5952
MMR009,Magway,MMR009D003,Thayet,MMR009012,Thayet,25972,20084,5888,99610,4737,89349,4695,5684,829,28985,13275,1847,146,8816,11868,7235,636,5333,41741,2650,3653,594,17173,4966,939,91,4308,453,3124,301,3489,47608,2045,2031,235,11812,8309,908,55,4508,11415,4111,335,1844,89349,75091,26,133,1088,463,91,109,11,12337
MMR009,Magway,MMR009D003,Thayet,MMR009013,Minhla,31622,26495,5127,123467,22615,123158,6504,14113,1884,39369,18190,2112,249,12692,16701,8296,611,2437,61721,3868,10619,1498,26374,6051,1210,160,6269,464,3334,299,1575,61437,2636,3494,386,12995,12139,902,89,6423,16237,4962,312,862,123158,92460,38,161,836,400,170,24,35,29034
MMR009,Magway,MMR009D003,Thayet,MMR009014,Mindon,16809,13394,3415,58393,964,50822,1286,2714,370,18796,12800,585,42,4542,3393,5018,460,816,23568,708,1556,249,10866,4569,260,20,2276,241,1995,235,593,27254,578,1158,121,7930,8231,325,22,2266,3152,3023,225,223,50822,45135,6,31,116,259,66,,2,5207
MMR009,Magway,MMR009D003,Thayet,MMR009015,Kamma,19143,15777,3366,73772,1423,64388,1296,7381,1494,22757,9516,793,100,5780,7845,4801,506,2119,30376,614,4176,970,14159,3313,419,60,2843,230,1998,244,1350,34012,682,3205,524,8598,6203,374,40,2937,7615,2803,262,769,64388,50821,17,72,174,253,41,2,6,13002
MMR009,Magway,MMR009D003,Thayet,MMR009016,Aunglan,57609,45664,11945,230326,4896,196711,4815,31641,4481,50500,24591,2858,370,21201,33152,14323,1495,7284,92287,2669,19324,3167,33383,9312,1554,213,10466,1039,5810,779,4571,104424,2146,12317,1314,17117,15279,1304,157,10735,32113,8513,716,2713,196711,127648,166,464,3760,927,239,20,67,63420
MMR009,Magway,MMR009D003,Thayet,MMR009017,Sinbaungwe,28684,23195,5489,115123,2721,97278,3643,12921,2251,21681,17613,1631,111,10444,17346,6256,843,2538,45408,1847,7975,1832,16235,6311,903,61,5269,441,2534,398,1602,51870,1796,4946,419,5446,11302,728,50,5175,16905,3722,445,936,97278,76791,20,90,939,342,44,1,6,19045
